id,name,x,y,fullRoadAddress,phone,description,keywords,imageURL,categories,bizhourInfo,menus,menuImages,reviewCount,contentscd,sim_rank1,sim_rank2,sim_rank3
19873758,네거리식당,126.5592992,33.24849462,제주특별자치도 서귀포시 서문로29번길 20,064-762-5513,"성게미역국, 갈치국 등 싱싱한 재료를 이용한 제주음식을 만날 수 있는 곳입니다.","갈치국, 자리물회, 한치물회, 옥돔국, 갈치구이",https://ldb-phinf.pstatic.net/20210722_123/1626938269126MbCXd_PNG/vp5kfdtUXP0sm7fR8MxoO9P4.png,"한식,해물,생선요리",평일 07:00~21:40 마지막 주문  20시40분,"갈치국 (소) : 15,000원/ 갈치국 (특) : 20,000원/ 성게미역국 : 15,000원/ 옥돔미역국 : 15,000원/ 갈치구이 1인분(공기밥별도) : 25,000원/ 갈치조림 (중) : 50,000원/ 갈치조림 (대) : 60,000원/ 옥돔정식 : 15,000원/ 옥돔구이(중국산) : 20,000원/ 옥돔구이(국내산) : 30,000원/ 고등어조림 중 : 30,000원/ 고등어조림 대 : 40,000원/ 고등어구이 : 13,000원/ 옥돔무우국 : 15,000원/",https://ldb-phinf.pstatic.net/20171031_210/1509436834500v3w9F_JPEG/0GuqGWcOm3DqZ2GHqST5q4Cl.jpg,1625,음식점,"표선어촌식당,https://ldb-phinf.pstatic.net/20191208_274/15757683091844Rxra_JPEG/aAkTWbxQ6AvIsq6viCTeedsh.jpg,32166291","낙지네,https://ldb-phinf.pstatic.net/20180104_12/1515030194682FL3y0_JPEG/pg80Vsjwm29B1JAwyeyxgo15.jpg,37897669","순옥이네명가,https://ldb-phinf.pstatic.net/20190112_282/1547276845033b2zvo_JPEG/f7vQqjC1DWQleghLQuJJZGy9.jpeg.jpg,11595461"
19873447,맛나식당,126.9160607,33.4485977,제주특별자치도 서귀포시 성산읍 동류암로 41,064-782-4771,맛나갈비 식당에는 칼칼한 생선조림은 있지만 갈비는 없습니다.오래전 가족들과 함께 이곳에서 갈비 식당을 운영하다 지금은 홀로 사장님겸 주방장을 맡고 계시는 주인 할머니는 따뜻함이 묻어나는 제주도 토박이. 여행자들은 이곳에서 갈치와 고등어 조림을 많이 찾는다고 하네요. 1인분을 주문하면 4조각의 오동통한 갈치조림이 나오는데 가격은 다른 곳의 절반 수준. 근처 성산포에서 잡은 갈치와 고등어만 사용하기 때문에 언제나 싱싱한 생선을 맛볼 수 있다고 합니다. 갈치는 여름보다 가을부터 봄까지 추울때가 맛이 좋다고 하니 참고하세요. 카드는 사용불가.,"갈치조림, 고등어조림",https://ldb-phinf.pstatic.net/20150831_75/1441020535072vfcGv_JPEG/156155407849152_0.jpg,"음식점,한식","매일 08:30~14:00 연중무휴, 재료 소진 시 까지 / 일요일, 수요일 휴무","갈치조림 : 13,000원/ 고등어조림 : 11,000원/ 공기밥추가 : 1,000원/ 소주. 맥주 : 5,000원/ 우도땅콩막걸리 : 5,000원/",https://ldb-phinf.pstatic.net/20190907_252/1567839938590WJHwO_JPEG/SnuDl9iaLRzVOvVo1lWr4SqS.jpeg.jpg,1895,음식점,"미담만두,https://ldb-phinf.pstatic.net/20210502_177/1619942048097mVAce_JPEG/-OIV73fmGRDJHETNaWTWvNam.jpg,1580798127","협재삼춘네횟집,https://ldb-phinf.pstatic.net/20180720_103/1532077789257IbWxB_JPEG/BST3iLu29NvWVTjNJJN_oP3X.JPG.jpg,38276644","다올밥상,,20056158"
1927504039,제주순메밀막국수,126.3019503,33.2912545,제주특별자치도 서귀포시 안덕면 녹차분재로 60,064-792-0600,안녕하세요 100%제주 순메밀만 사용하는 제주순메밀막국수 입니다.,"갓짠들기름, 24시간영업, 산방산음식점, 제주막국수, 제주순메밀막국수",https://ldb-phinf.pstatic.net/20210409_285/1617965564225tlMXO_JPEG/wWJx7y9YvDsNfMzVJdZ71ap6.JPG.jpg,"한식,막국수",매일 06:00~23:00 마지막 주문 22:30,"들기름막국수 : 10,000원/ 명태회막국수 : 10,000원/ 수육 : 20,000원/ 해물찜닭(소) : 40,000원/ 샤브백숙 : 65,000원/ 동치미막국수 : 9,000원/ 메밀소바 : 9,000원/ 해물파전 : 18,000원/ 해물찜닭 대 : 60,000원/ 유뷰온면 : 9,000원/",https://ldb-phinf.pstatic.net/20220513_145/1652426918969hN0O1_PNG/1652426900644.png,1167,음식점,"천지연전복해물뚝배기,https://ldb-phinf.pstatic.net/20200826_29/1598401389380QwVTD_JPEG/3Klo2fPJOSnBz5OphV2ipHjV.jpeg.jpg,51251862","장금이,https://ldb-phinf.pstatic.net/20211122_257/1637549909060XWi4Q_JPEG/IMG_2326.JPG,1246195458","돈보리,https://ldb-phinf.pstatic.net/20220204_139/1643956482082n0MkR_JPEG/1643956399442.jpg,1287253740"
37060300,자매국수,126.5169996,33.5168221,제주특별자치도 제주시 탑동로11길 6,064-746-2222,"2022년 6월 2일부터 영업시간이 오후 6시까지로 단축됩니다. 손님 여러분의 양해 부탁드리며, 이용시간 참고하시어 이용에 불편함 없으시길 바랍니다 :)","고기국수, 비빔국수, 국수, 돔베고기",https://ldb-phinf.pstatic.net/20220531_107/1654003363293wQ9Ky_PNG/%C0%DA%B8%C5%B1%B9%BC%F6_%BF%B5%BE%F7%BD%C3%B0%A3.png,"한식,국수",매일 09:00~19:40 / 마지막 주문 19:40 / 브레이크타임 14:20~16:00 / 매주 수요일 휴무,"고기국수 : 9,000원/ 비빔국수 : 9,000원/ 돔베고기 소 : 17,000원/ 물만두 소 : 8,000원/ 물만두 대 : 14,000원/ 돔베고기 대 : 32,000원/",https://ldb-phinf.pstatic.net/20220531_184/1654003389948NgEDy_JPEG/%B8%DE%B4%BA%C6%C7_%B0%A1%B0%DD%BA%AF%B0%E6.jpg,4519,음식점,"순두부엔짬뽕,https://ldb-phinf.pstatic.net/20190302_155/155149812015383Q2C_JPEG/DviMM7S32RGISwHS9YkB0enH.jpg,937760763","평창메밀막국수,https://ldb-phinf.pstatic.net/20200424_105/1587710790426yxEHv_JPEG/Qni_v5CDfuVSXIKWv0xD-TGS.jpeg.jpg,38729538","제주은희네해장국 서귀포점,https://ldb-phinf.pstatic.net/20171221_254/151381587046251FE3_PNG/1HbMq-QwEzD4x-PTq1K-R63s.png,35089491"
13434137,미영이네식당,126.249784,33.217709,제주특별자치도 서귀포시 대정읍 하모항구로 42,064-792-0077,"모슬포항앞에 위치한 고등어회, 방어회,여름에는 물회를 많이 드시러 오는 소박하지만 손맛 좋은 식당입니다. 특히 고등어회는 미영이네에서만 맛볼 수 있는 특제 야채양념장과 고등어회 그리고 원초가 좋은 김과 함께 드시면그 맛에 많은 분들이 반하시고 또 고등어회를 드시고 난 후 나오는 고등어탕때문에 고등어회를 드시는 분들도 계시답니다.친절하고 손맛좋은 사장님이 맛있고 싱싱한 고등어회와 방어회 그리고 각종 계절음식들을 선보이고 있으니 많이 와주세요","고등어회, 방어회, 고등어, 방어",https://ldb-phinf.pstatic.net/20200513_33/1589359746174lDDMY_JPEG/l9N_zLBmHy08T787RBn6Pdwl.JPG.jpg,"한식,생선회",매일 11:30~22:00 마지막 주문20:30 / 수요일 휴무 매주 수요일 휴무,"고등어회 대(大) + 탕 : 77,000원/ 고등어회 소(小) + 탕 : 55,000원/ 방어회(10월~3월) : 변동가격(업주문의) 고등어구이 : 13,000원/ 공기밥 : 1,000원/ 참이슬 : 4,000원/ 카스맥주 : 4,000원/ 청하 : 6,000원/ 한라산21도 : 4,000원/",https://ldb-phinf.pstatic.net/20220115_215/1642212347954mF4iq_JPEG/D16322EF-095C-4711-BB7C-7B703AE4BB1E.jpeg,2000,음식점,"강원수산&남원동,https://ldb-phinf.pstatic.net/20220207_284/16442050924673aiU6_JPEG/KakaoTalk_20220207_123427517.jpg,1881920232","만선식당,https://ldb-phinf.pstatic.net/20200808_87/1596889754958LB7EI_JPEG/IHWhP452KbwBaX--vmN60Kj3.jpg,11851700","물항식당 탑동점,https://ldb-phinf.pstatic.net/20150831_276/1441026276575h67ip_JPEG/11712303_0.jpg,11712303"
13418405,우진해장국,126.5199694,33.51153888,제주특별자치도 제주시 서사로 11,064-757-3393,"제주산 고사리를 갈아 넣고 푹 끓여 갈색 빛깔이 나는 제주식 해장국을 만날 수 있는 한식당입니다. 제주 육개장을 주문하면 뚝배기에 해장국을 담고 파와 고춧가루를 얹어 내는데요, 찬으로는 오징어젓갈과 부추무침, 깍두기 등의 밑반찬이 곁들여집니다.","고사리육개장, 사골해장국, 녹두빈대떡, 육개장",https://ldb-phinf.pstatic.net/20150901_132/1441034191904wRPLQ_JPEG/SUBMIT_1274792647293_13418405.jpg,"한식,향토음식",매일 06:00~22:00 연중무휴,"고사리육개장 : 10,000원/ 사골해장국 : 10,000원/ 몸국 : 10,000원/ 녹두빈대떡 : 15,000원/ 소주 : 4,000원/ 맥주 : 4,000원/ 막걸리 : 3,000원/ 음료수 : 1,000원/",https://ldb-phinf.pstatic.net/20220203_289/16438465346152Vjd4_JPEG/20220203_090126.jpg,9910,음식점,"올레흑돼지김치말이,,1907654940","솔지식당,https://ldb-phinf.pstatic.net/20190311_72/1552277220008rqjyi_JPEG/obrdzrjrZqLbnJEunEvxrshg.jpg,19877488","순두부엔짬뽕,https://ldb-phinf.pstatic.net/20151230_179/1451439716920EyK11_JPEG/167173538276222_0.jpeg,37426753"
1011125170,오는정김밥,126.5675976,33.2496637,제주특별자치도 서귀포시 동문동로 2,064-762-8927,"안녕하세요 제주도 오는정김밥입니다. 홀에서는 드실수 없고 포장판매만 가능합니다. 전화로 미리 예약주시면 (전날,또는당일) 편하게 드실 수 있습니다. 바쁜시간대에는 전화통화가 어려울수있다는점 양해부탁드립니다. 좋은여행되세요!",김밥,https://ldb-phinf.pstatic.net/20200920_283/16005881236536Etia_JPEG/yobSJEIK-WZTWEGsYLaU7nTI.jpeg.jpg,"음식점,한식",매일 10:00~20:00 브레이크타임 13:30~14:30 / 일요일 휴무,"오는정김밥 : 3,500원/ 치즈김밥 : 4,000원/ 떡갈비김밥 : 5,000원/ 참치김밥 : 5,000원/ 깻잎김밥 : 5,000원/ 멸치김밥 : 5,000원/",https://ldb-phinf.pstatic.net/20200920_171/1600588114124paW94_JPEG/RRTLPUe9BVi-TWMvtk5IxR_T.jpeg.jpg,1905,음식점,"솔지식당 시청점,http://blogfiles.naver.net/20160531_281/sleepingti_1464651093126LxPyw_JPEG/DSC04455.JPG#900x600,32153015","올레흑돼지김치말이,,1907654940","동문야시장,https://ldb-phinf.pstatic.net/20220405_220/1649140909523aMxJc_JPEG/image.jpg,1809586068"
1000671392,랜디스도넛 제주애월점,126.3118552,33.4612754,제주특별자치도 제주시 애월읍 애월로 27-1,064-799-0610,,도넛,https://ldb-phinf.pstatic.net/20220413_244/16498115583776Owow_JPEG/3%C3%FE%C5%D7%B6%F3%BD%BA.jpg,"카페,디저트,도넛",평일 10:00~19:00 / 주말 10:00~20:00,"Classic : 2,200원/ Deluxe : 2,500원/ Fancy : 2,900원/ Premium : 3,300~3,500원/ 망고 요거트 스무디 : 6,000원/ 딸기 요거트 스무디 : 6,000원/ 플레인 요거트 스무디 : 6,000원/ 블루베리 요거트 스무디 : 6,000원/ 히비스커스 장미꽃차 : 5,000원/",https://ldb-phinf.pstatic.net/20220116_137/1642327261830EAIYt_JPEG/1.JPG,2647,음식점,"나따오비까 아쿠아플라넷 제주점,,1686259661","카페 노티드 제주,https://ldb-phinf.pstatic.net/20210508_79/1620441810111GWwcr_JPEG/6EeXT6lINNmJk4zsKcZ2KK_G.jpeg.jpg,1431450188","삼달센트럴_예에쓰,https://ldb-phinf.pstatic.net/20220717_240/1658035289201bq1cN_JPEG/0EAEB46C-8F0D-4921-9066-183BC09E326E.jpeg,1177753293"
16886040,오드랑베이커리,126.6715215,33.54210051,제주특별자치도 제주시 조천읍 조함해안로 552-3,064-784-5404,,베이커리,https://ldb-phinf.pstatic.net/20180305_26/1520231619675oOAMR_PNG/xGaNf71X--q7uhqZA9XwUrsU.png,"카페,디저트,베이커리",매일 07:00~22:00,"마농바게트 : 6,800원/ 카페모카 : 4,500원/ 먹물치아바타 : 5,500원/ 버터프레첼 : 5,000원/ 선드라이 치아바타 : 5,500원/ 크랜베리 깜빠뉴 : 5,500원/ 인절미 브레드 : 5,000원/ 초코퐁듀 : 5,000원/ 버터롤 : 6,500원/ 슈레드 갈릭 : 5,500원/ 까르보나라 무슈 : 3,500원/ 어니언 베이글 : 5,500원/ 아메리카노 : 3,500원/ 카페라떼 : 4,500원/ 카푸치노 : 4,500원/ 바닐라라떼 : 4,500원/ 우유 : 4,000원/ 녹차라떼 : 5,000원/ 고구마라떼 : 5,000원/ 초코라떼 : 5,000원/ 아이스티 : 4,000원/ 레몬에이드 : 5,000원/ 자몽에이드 : 5,000원/ 한라봉차 : 5,000원/ 유자차/레몬차 : 5,000원/ 얼그레이 : 4,500원/ 캐모마일 : 4,500원/",https://ldb-phinf.pstatic.net/20180305_216/1520231614638CopJm_PNG/KuhVh9OCp2gBE735ozD69lTE.png,2385,음식점,"애월빵공장앤카페,https://ldb-phinf.pstatic.net/20210507_126/1620370101118CVFLy_JPEG/agOoGaV683vdYT-CPwfs_-aY.jpg,1516216333",,
1296235294,중문수두리보말칼국수,126.4249998,33.2515785,제주특별자치도 서귀포시 천제연로 192 1층,064-739-1070,2013년 9월 오픈이래 광고한번 없이 정직하게 운영하고 있습니다. 직접 반죽한 톳면에 매일 아침마다 준비하는 자연산보말 100% 육수만 사용! 다른 어떤것도 섞지 않습니다. 반찬도 직접 손질하고 만들어 제공합니다. 진한 보말 육수와 쫄깃한 톳면의 조화를 느끼실 수있습니다.,"보말칼국수, 원조보말칼국수, 수두리보말칼국수",https://ldb-phinf.pstatic.net/20210915_121/16316324535781Y6Lg_JPEG/T_JvdQbgaIHdkNnCzYIAyX9J.jpg,"한식,칼국수,만두","매일 08:00~17:00 휴무일 : 첫째. 셋째 화요일, 16시30분 마지막 주문, 재료 소진시 조기 마감","수두리보말칼국수 : 10,000원/ 전복죽 : 13,000원/ 물만두 : 7,000원/ 제주막걸리 : 3,000원/ 우도땅콩막걸리 : 5,000원/",https://ldb-phinf.pstatic.net/20220414_165/1649901127285G5M5E_JPEG/image-9193963666685001634.jpg,1035,음식점,"용담 장인의집,https://ldb-phinf.pstatic.net/20220517_121/1652774421742ecs1M_JPEG/856AAEC1-2FDC-4DD5-A01A-26E120BA0BAE.jpeg,1670304028","마두천손칼국수,https://ldb-phinf.pstatic.net/20201112_48/1605159278475cotEo_JPEG/ezNffDcrO3g-nXKNfMvyTrqY.jpg,20982096","봉성식당,https://ldb-phinf.pstatic.net/20160616_152/1466058326921BGA95_JPEG/176560515030745_0.jpeg,17028601"
