original_id,review_id,rating,body,visited,votedKeywords
13418405,62e87a54afd87a4a82971295,,우진해장국 처음입니다 고사리 육개장은 고소하니 닭고기랑 다 잘어울리고 너무 맛있었습니다 몸국은 해조류라 그런지 미역맛이? 많이 났어요 빈대떡도 나쁘지않았습니다 제 원픽은 고사리 육개장!!!! 나중에 또 생각날듯요,8.2.화,"{'음식이 맛있어요': True, '양이 많아요': True, '특별한 메뉴가 있어요': True}"
13418405,62e731455fa0fcf2dd855f6e,,"포장해서 먹었어요
처음먹었을땐 무슨 맛이지 했는데 먹다보니까
맛있어용!
한번 먹은걸로 만족합니다 ,,ㅎㅎㅎ",8.1.월,{'양이 많아요': True}
13418405,62e6197e9f59a3d7799f814b,,"맛있어요
녹두전은 맛있지만 기름전처럼 기름 주르륵이니 느끼한거 싫으면 굳이 시키지 마세요",7.31.일,"{'음식이 맛있어요': True, '재료가 신선해요': True, '양이 많아요': True}"
13418405,62e5f9a8ef713e956aba677c,,"고사리 해장국, 몸국 다 맛있어요
8시 50분쯤 갔는데 대기번호 216번..
80번대 분들이 드시고 계시는듯했고
2시간정도 기다려서 먹게되었어요.
숙소가 근처라면 바로 가져갈수 있는 포장 추천합니다.",7.31.일,"{'음식이 맛있어요': True, '양이 많아요': True, '특별한 메뉴가 있어요': True, '가성비가 좋아요': True}"
13418405,62e541f04b70666cef1ba5cb,,역시 맛있어요👍,7.30.토,{'음식이 맛있어요': True}
13418405,62e5f0a18e9575143daab4b3,,고사리해장국 처음 먹어봤는데 맛있었어요!,7.30.토,"{'음식이 맛있어요': True, '재료가 신선해요': True, '양이 많아요': True}"
13418405,62e6132087342e4c116c0c91,,태풍 오는 제주에서 웨이팅 2시간 했어요…ㅎ 개인적으로는 몸국보다 고사리 육개장이 더 맛있었어요 ㅎㅎ 보양식 먹는 기분이었어요 ㅎㅎ 다음에 혹시 먹으러 올땐 고사리 육개장만 ㄱㄱ ,7.30.토,{'특별한 메뉴가 있어요': True}
13418405,62e69dc9ed9fd87ea07bb7d7,,"ㅠㅠ 애증의 우진해장국입니다
너무 맛잇어서 매번 포장하다가 처음으로 매장웨이팅햇는데 토욜 오전9시경에 갓는데 두시간기다렷어요 
근데 포장이랑 배달이랑 맛 비슷해요-!!",7.30.토,"{'음식이 맛있어요': True, '특별한 메뉴가 있어요': True, '양이 많아요': True}"
13418405,62e5d2bfbb068e6f46c2202b,,"제주여행 마지막 날 아침으로 포장해서 사먹었어요
아침부터 든든하니 맛나네요
갠적으로는 역시 해장국이 맛있고, 
20갤 아기도 고춧가루 없는 쪽으로 줬더니 
한그릇 뚝딱했어요",7.30.토,{'음식이 맛있어요': True}
13418405,62e524aa7ba7d12c645c0508,,"고사리는 먹어본듯한맛이였어고
몸국은 처음먹어본맛이였어요
개전으로 몸국이 텁텁하지않고 깔끔하게 먹었어요
대기많은건..유명하다보니ㅎㅎ
한번쯤은 가볼만합니다ㅎㅎ",7.29.금,{'재료가 신선해요': True}
13418405,62e88956dd378e2937e806f1,,"해장국 양이 많아요. 
비주얼은 별로여도 맛있어요. 
오래 기다려야하는 단점이 있지만요..ㅠㅠ
그만큼 맛보장이 된다는거겠죠? 
다음엔 녹두빈대떡도 먹어보고 싶어요.",7.28.목,{'음식이 맛있어요': True}
13418405,62e3e1e04bafe623f08ea836,,진짜맛집,7.28.목,"{'음식이 맛있어요': True, '특별한 메뉴가 있어요': True}"
13418405,62e32abd0fdc7608644acdc4,,"한번 먹어봤으니, 다음에는 또 먹을 정도의 맛은 아닌거같다. 약간 어렸을때 먹어봤던 보신탕맛이 남
- 직원들이 말을 툭툭 던짐
-포장하면 안기다리고 바로 먹을 수 있는 점은 좋음",7.28.목,
