original_id,review_id,rating,body,visited,votedKeywords
19873758,62e87bd8639d167c66454ac2,,예전에 먹고 너무 맛 있어서 또 방문했는데 예전처럼 시원한 맛이 덜했어요 ,8.1.월,
19873758,62e7dec3471aa1591e0ff14d,,메뉴판보다 가격이 천원씩 더 올랐네요~ 옥돔구이가 아주 부드럽고 맛있었어오. 갈치탕은 칼칼해서 해장으로 좋아요.,8.1.월,{'음식이 맛있어요': True}
19873758,62ea58bcd466f41e96f17996,,"아침에 올레시장맛집 어디갈지 고민하다가 네거리식당 리뷰가 많아서 왔는데 너무 실망했어요...
30분 넘게 웨이팅하고 쫄쫄 굶은 상태로 옥돔구이정식 친구랑 먹었는데 짜고 너무비려요 ㅠㅠ
사람들 입소문만 허황되게 난곳인듯... 다시는 안올래요 완전 대실망~",7.31.일,
19873758,62e90772cfa52c7ce8929199,,갈치국이 매콤하니 참 맛있어요,7.31.일,"{'음식이 맛있어요': True, '매장이 넓어요': True}"
19873758,62e657d40cfba6166ee55358,,갈치조림 진짜 맛있어요!!,7.31.일,"{'음식이 맛있어요': True, '재료가 신선해요': True, '특별한 메뉴가 있어요': True, '매장이 넓어요': True}"
19873758,62e69df4a1fb28231f2e7bc8,,"항상 정성과 감사의 마음을 담아 요리하시는지는 모르겠는데, 서비스는 영.. 회색머리 어르신 사장님이신 것 같은데, 음식 내어주면서 “맛있게 드세요” 인사도 없이 그냥 놓고 가서 ‘엥? 다 온건가? 뭐가 더 나오니?’ 이러고 있었는데 다 나온거였어요 ㅋㅋㅋ 다 먹고 계산하는데도 “감사합니다” 나 “안녕히 가세요” 이런 인사 없고 돈 받고 땡!",7.27.수,
19873758,62d4126c391520bad767cb69,,맛있는데 값은 비싼 곳.,7.16.토,{'음식이 맛있어요': True}
19873758,62c3a4c68b14a470a75d53e1,,맛있게 먹었어요!,7.5.화,{'음식이 맛있어요': True}
19873758,62c526064b9286c815d8283e,,"갈치국은 무조건 네거리식당
제주도방문할때마다 방문했는데 남편이랑 여기서는 갈치국만 먹기로 했답니다
갈치국은 여기가 진짜 넘버원이구 다른건 양두적고 너무비싸요 ㅠㅠ

",7.5.화,{'친절해요': True}
19873758,62c572f3099c97fc41bc13c1,,"갈치구이 중, 갈치국 먹었습니다
갈치구이 중자에 고등어도 같이나오네요!
맛은 설명할 필요없습니다
10년만에 찾아왔는데
외관이 예전 모습은 아니여서 조금 아쉬웠습니다^^",7.4.월,"{'음식이 맛있어요': True, '가성비가 좋아요': True, '양이 많아요': True}"
19873758,62d61e659c5bb66ea27abac4,,맛있어요 웨이팅 있다고 들었는데 웨이팅없이 먹어서 더 좋았어요ㅋㅋ,7.3.일,"{'음식이 맛있어요': True, '재료가 신선해요': True, '양이 많아요': True, '매장이 청결해요': True}"
19873758,62e109416fcd3990a4abdb6c,,갈치가 부드러워요,6.26.일,"{'재료가 신선해요': True, '음식이 맛있어요': True}"
19873758,62b666b7b3107ddcbbac2696,,갈치구이 진짜 야들야들하고 부드러워용,6.24.금,{'음식이 맛있어요': True}
19873758,62b32e2519630c51051081dc,,반찬들도 깔끔하고 맛있어요! 맛집 잘 찾아왔네요 갈치 조림 인정 ♥️,6.21.화,"{'재료가 신선해요': True, '음식이 맛있어요': True, '가성비가 좋아요': True}"
19873758,62af2640da0f5635eb2057fb,,,6.18.토,"{'음식이 맛있어요': True, '재료가 신선해요': True, '인테리어가 멋져요': True, '단체모임 하기 좋아요': True}"
19873758,62ac07beb77261931b2bbb0f,,"배 고픈데 기다린 보람이 있었습니다
처음 먹어본 갈치국 시원 하고
 맛있어요
강추~~~",6.17.금,"{'음식이 맛있어요': True, '재료가 신선해요': True, '양이 많아요': True, '매장이 넓어요': True, '화장실이 깨끗해요': True}"
19873758,62ac0683d3f91d6ac1a50310,,맛나요 ㅎㅎㅎㅎ 국물이 씌원,6.17.금,"{'음식이 맛있어요': True, '재료가 신선해요': True, '양이 많아요': True}"
19873758,62a872b8d0e0ac5f6f8b4998,,,6.14.화,{'음식이 맛있어요': True}
19873758,62aed477106447eab76443cb,,음식 나오는데 시간이 좀 걸리기는 하지만 성게미역국 맛있어요!!,6.14.화,{'음식이 맛있어요': True}
19873758,62a32c6583270d99f24b1e5c,,,6.10.금,"{'음식이 맛있어요': True, '재료가 신선해요': True, '매장이 넓어요': True}"
19873758,62e7dec3471aa1591e0ff14d,,메뉴판보다 가격이 천원씩 더 올랐네요~ 옥돔구이가 아주 부드럽고 맛있었어오. 갈치탕은 칼칼해서 해장으로 좋아요.,8.1.월,
19873758,62ea58bcd466f41e96f17996,,"아침에 올레시장맛집 어디갈지 고민하다가 네거리식당 리뷰가 많아서 왔는데 너무 실망했어요...
30분 넘게 웨이팅하고 쫄쫄 굶은 상태로 옥돔구이정식 친구랑 먹었는데 짜고 너무비려요 ㅠㅠ
사람들 입소문만 허황되게 난곳인듯... 다시는 안올래요 완전 대실망~",7.31.일,
19873758,62e69df4a1fb28231f2e7bc8,,"항상 정성과 감사의 마음을 담아 요리하시는지는 모르겠는데, 서비스는 영.. 회색머리 어르신 사장님이신 것 같은데, 음식 내어주면서 “맛있게 드세요” 인사도 없이 그냥 놓고 가서 ‘엥? 다 온건가? 뭐가 더 나오니?’ 이러고 있었는데 다 나온거였어요 ㅋㅋㅋ 다 먹고 계산하는데도 “감사합니다” 나 “안녕히 가세요” 이런 인사 없고 돈 받고 땡!",7.27.수,
19873447,62ecaef18e340d5339f90620,,"먼저 방문해서 예약하면 한시간뒤에 오라고함

주위맴돌다가 먹음 주위에카페나 뭐가없음

양이많고 양념도 맛잇고 밥도 고슬고슬 맛있었음",8.5.금,"{'특별한 메뉴가 있어요': True, '양이 많아요': True, '음식이 맛있어요': True, '가성비가 좋아요': True}"
19873447,62ec89feb79ca18eeee8d9d7,,"새벽6시 10분쯤 도착해서 이름적으니 9시 10분에 식사 가능했어요
공기밥 포함 갈치조림 1인에 13000원이라니 너무 저렴한데 완전  맛있어요
국물이 너무 달지도 맵지도 짜지도않고 딱 좋아요
또 먹고싶어요",8.5.금,"{'음식이 맛있어요': True, '양이 많아요': True, '가성비가 좋아요': True}"
19873447,62e8a5aa2badb2c3f4bae26c,,다른 갈치조림 집보다 훨씬 맛있어요,8.2.화,"{'음식이 맛있어요': True, '양이 많아요': True, '가성비가 좋아요': True}"
19873447,62e74e8f93ac5dacd1b8bfdd,,"가성비가 좋지만 갈치만 먹을 순 없고 무조건 고등어조림이랑 반반해야만 주문 가능해요.
고등어에서 많이 남겨 갈치랑 이윤을 맞추는 것 같아요.",8.1.월,{'가성비가 좋아요': True}
19873447,62e726a293ac5dacd19a31e7,,"와,,, 맛있네요 진짜 
6시에 대기줄서서  9시쯤 식사했어요 
양도 진짜 많고 가격도 좋고 또 가고싶어요",8.1.월,"{'음식이 맛있어요': True, '재료가 신선해요': True, '양이 많아요': True, '가성비가 좋아요': True}"
19873447,62e69ef5d782a5f5559ec0f4,,"맛잇어영 ㅠ 옛날에 먹고 계속 생각낫엇는데 그 맛 그대로 맛잇네영!!! 일찍끝나는게 조금 아쉽습니다
토욜 한시쯤에 저나해서 물어보고 가서 두시에 먹엇어요",7.30.토,{'음식이 맛있어요': True}
19873447,62e9314cb1cefb2ef4e13b7a,,"제주도 여행갈 때마다 꼭 가는 식당..ㅎ대기가 있는 식당이지만 효율적으로 대기할 수 있어서 좋았어요.
몇시 몇분쯤 식사할수 있는데 대기하겠냐고 물어보고.. OK하면 전화번호 남기고  볼일 보다가 그시간쯤  식당에서 오는 전화 받고 가면 바로 식사할수있어요^^
저희는 대기 걸어 놓고 7분거리에 있는 성산항에가서 우도가는 배편 예매하고 와서 맛있게 밥 먹었어요^^다음 여행때 또 가려구요 ㅎ ",7.29.금,"{'음식이 맛있어요': True, '특별한 메뉴가 있어요': True, '가성비가 좋아요': True}"
19873447,62dfedfad782a5f555565da6,,어렵게성공~~맛있어요~~매장이더워서땀흘리며먹었어요,7.26.화,"{'음식이 맛있어요': True, '재료가 신선해요': True, '가성비가 좋아요': True}"
19873447,62e26f921af9b19f97da7a45,,"성산 1타 맛집 맛나식당.
여기 섞어조림은 양념장과 무가 미쳤음..
갈치나 고등어야 뭐 재료가 좋으니 맛있다 쳐도,
소스랑 무는 ㄹㅇ... 선 넘을 정도로 맛있네",7.26.화,"{'음식이 맛있어요': True, '재료가 신선해요': True, '양이 많아요': True, '특별한 메뉴가 있어요': True, '가성비가 좋아요': True}"
19873447,62da97b206222e5541c29f37,,레전드 ㅜㅜㅜㅜ,7.22.금,"{'음식이 맛있어요': True, '특별한 메뉴가 있어요': True}"
19873447,62d8b0890fdc760864549c4d,,갈치는 괜찮은데 고등어는 커서 간이 잘 베이지 않네요. 주변 지나다 한번 들르는 건 괜찮은데 일부러 올것 까지는 없을듯요!,7.21.목,"{'양이 많아요': True, '가성비가 좋아요': True}"
19873447,62ec4ee1bfe62d2cbd588b0a,,"가성비 맛집, 엄청난 웨이팅은 각오하셔야 합니다.^^:",7.18.월,"{'음식이 맛있어요': True, '가성비가 좋아요': True}"
